Team.Name,College,City,State,Category1,Category2,Category3,Known.Repeat,Trophic.Group
Panthers,Florida International ,University Park,FL,Animal,Mammal,Big Cat,,carnivore
Panthers,Georgia State ,Atlanta,GA,Animal,Mammal,Big Cat,,carnivore
Panthers,Greenville College ,Greenville,IL,Animal,Mammal,Big Cat,,carnivore
Panthers,High Point ,High Point,NC,Animal,Mammal,Big Cat,,carnivore
Panthers,Kentucky Wesleyan ,Owensboro,KY,Animal,Mammal,Big Cat,,carnivore
Panthers,LaGrange College ,LaGrange,GA,Animal,Mammal,Big Cat,,carnivore
Panthers,Middlebury ,Middlebury,VT,Animal,Mammal,Big Cat,,carnivore
Panthers,Northern Iowa ,Cedar Falls,IA,Animal,Mammal,Big Cat,,carnivore
Panthers,Ohio Dominican ,Columbus,OH,Animal,Mammal,Big Cat,,carnivore
Panthers,Palm Beach ,Palm Beach,FL,Animal,Mammal,Big Cat,,carnivore
Panthers,Pittsburgh,Pittsburgh,PA,Animal,Mammal,Big Cat,,carnivore
Panthers,Plymouth State ,Plymouth,NH,Animal,Mammal,Big Cat,,carnivore
Panthers,Prairie View ,Prairie View,TX,Animal,Mammal,Big Cat,,carnivore
Panthers,Purchase ,Purchase,NY,Animal,Mammal,Big Cat,,carnivore
Panthers,Simmons College ,Louisville,KY,Animal,Mammal,Big Cat,,carnivore
Panthers,South Florida State ,Avon Park,FL,Animal,Mammal,Big Cat,,carnivore
Panthers,Virginia Union ,Richmond,VA,Animal,Mammal,Big Cat,,carnivore
Panthers,Wisconsin–Milwaukee ,Milwaukee,WI,Animal,Mammal,Big Cat,,carnivore
Panthers,Davenport,Grand Rapids,MI,Animal,Mammal,Big Cat,,carnivore
Panthers,Pittsburgh - Bradford ,Bradford,PA,Animal,Mammal,Big Cat,,carnivore
Panthers,Pittsburgh - Titusville,Titusville,PA,Animal,Mammal,Big Cat,,carnivore
Red Lions,Lincoln Christian ,Lincoln,IL,Animal,Mammal,Big Cat,,carnivore
Tigers,Auburn ,Auburn,AL,Animal,Mammal,Big Cat,,carnivore
Tigers,Benedict College ,Columbia,SC,Animal,Mammal,Big Cat,,carnivore
Tigers,Campbellsville University ,Campbellsville,KY,Animal,Mammal,Big Cat,,carnivore
Tigers,Clemson ,Clemson,SC,Animal,Mammal,Big Cat,,carnivore
Tigers,Colorado College ,Colorado Springs,CO,Animal,Mammal,Big Cat,,carnivore
Tigers,DePauw ,Greencastle,IN,Animal,Mammal,Big Cat,,carnivore
Tigers,Doane ,Crete,NE,Animal,Mammal,Big Cat,,carnivore
Tigers,East Central ,Ada,OK,Animal,Mammal,Big Cat,,carnivore
Tigers,East Texas Baptist ,Marshall,TX,Animal,Mammal,Big Cat,,carnivore
Tigers,Edward Waters College ,Jacksonville,FL,Animal,Mammal,Big Cat,,carnivore
Tigers,Fort Hays State ,Hays,KS,Animal,Mammal,Big Cat,,carnivore
Tigers,Georgetown ,Georgetown,KY,Animal,Mammal,Big Cat,,carnivore
Tigers,Grambling State ,Grambling,LA,Animal,Mammal,Big Cat,,carnivore
Tigers,Hampden-Sydney ,Hampden Sydney,VA,Animal,Mammal,Big Cat,,carnivore
Tigers,Hiwassee ,Madisonville,TN,Animal,Mammal,Big Cat,,carnivore
Tigers,Iowa Wesleyan,Mount Pleasant,IA,Animal,Mammal,Big Cat,,carnivore
Tigers,Jackson State ,Jackson,MS,Animal,Mammal,Big Cat,,carnivore
Tigers,LSU ,Baton Rouge,LA,Animal,Mammal,Big Cat,,carnivore
Tigers,Memphis ,Memphis,TN,Animal,Mammal,Big Cat,,carnivore
Tigers,Missouri ,Columbia,MO,Animal,Mammal,Big Cat,,carnivore
Tigers,Occidental ,Los Angeles,CA,Animal,Mammal,Big Cat,,carnivore
Tigers,Olivet ,Bourbonnais,IL,Animal,Mammal,Big Cat,,carnivore
Tigers,Ouachita Baptist University ,Arkadelphia,AR,Animal,Mammal,Big Cat,,carnivore
Tigers,Pacific ,Stockton,CA,Animal,Mammal,Big Cat,,carnivore
Tigers,Princeton ,Princeton,NJ,Animal,Mammal,Big Cat,,carnivore
Tigers,Riverside Community College ,Riverside,CA,Animal,Mammal,Big Cat,,carnivore
Tigers,Rochester Institute of Technology ,Rochester,NY,Animal,Mammal,Big Cat,,carnivore
Tigers,Saint Paul's ,Lawrenceville,VA,Animal,Mammal,Big Cat,,carnivore
Tigers,Salem International ,Salem,WV,Animal,Mammal,Big Cat,,carnivore
Tigers,Savannah State ,Savannah,GA,Animal,Mammal,Big Cat,,carnivore
Tigers,Sewanee ,Sewanee,TN,Animal,Mammal,Big Cat,,carnivore
Tigers,Stillman College ,Tuscaloosa,AL,Animal,Mammal,Big Cat,,carnivore
Tigers,Tennessee State ,Nashville,TN,Animal,Mammal,Big Cat,,carnivore
Tigers,Texas Southern ,Houston,TX,Animal,Mammal,Big Cat,,carnivore
Tigers,Towson ,Towson,MD,Animal,Mammal,Big Cat,,carnivore
Tigers,Trinity ,New Port Richey,FL,Animal,Mammal,Big Cat,,carnivore
Tigers,Trinity ,San Antonio,TX,Animal,Mammal,Big Cat,,carnivore
Tigers,West Alabama ,Livingston,AL,Animal,Mammal,Big Cat,,carnivore
Tigers,Wittenberg ,Springfield,OH,Animal,Mammal,Big Cat,,carnivore
Tigers,Voorhees,Denmark,SC,Animal,Mammal,Big Cat,,carnivore
Bison,Bethany ,Bethany,WV,Animal,Mammal,Bovine,,herbivore
Bison,Bucknell ,Lewisburg,PA,Animal,Mammal,Bovine,,herbivore
Bison,Gallaudet ,Washington D.C.,DC,Animal,Mammal,Bovine,,herbivore
Bison,Harding ,Searcy,AR,Animal,Mammal,Bovine,,herbivore
Bison,Howard ,Washington D.C.,DC,Animal,Mammal,Bovine,,herbivore
Bison,Nichols ,Dudley,MA,Animal,Mammal,Bovine,,herbivore
Bison,North Dakota State ,Fargo,ND,Animal,Mammal,Bovine,,herbivore
Bison,Oklahoma Baptist ,Shawnee,OK,Animal,Mammal,Bovine,,herbivore
Bisons,Lipscomb ,Nashville,TN,Animal,Mammal,Bovine,,herbivore
Brahmas,Los Angeles Pierce College,Los Angeles,CA,Animal,Mammal,Bovine,,herbivore
Buffaloes,Arkansas Baptist ,Little Rock,AR,Animal,Mammal,Bovine,,herbivore
Buffaloes,Colorado - Denver ,Denver,CO,Animal,Mammal,Bovine,,herbivore
Buffaloes,Colorado ,Boulder,CO,Animal,Mammal,Bovine,,herbivore
Buffaloes,Milligan ,Johnson City,TN,Animal,Mammal,Bovine,,herbivore
Buffaloes,West Texas A&M ,Canyon,TX,Animal,Mammal,Bovine,,herbivore
Bulls,South Florida ,Tampa,FL,Animal,Mammal,Bovine,,herbivore
Bulls,SUNY Buffalo,Buffalo,NY,Animal,Mammal,Bovine,,herbivore
Golden Bulls,Johnson C. Smith ,Charlotte,NC,Animal,Mammal,Bovine,,herbivore
Longhorns,Texas - Austin ,Austin,TX,Animal,Mammal,Bovine,,herbivore
Mavericks,Colorado Mesa University ,Grand Junction,CO,Animal,Mammal,Bovine,,herbivore
Mavericks,Minnesota State - Mankato ,Mankato,MN,Animal,Mammal,Bovine,,herbivore
Mavericks,Nebraska - Omaha,Omaha,NE,Animal,Mammal,Bovine,,herbivore
Mavericks,"Ohio State University, Mansfield Campus ",Mansfield,OH,Animal,Mammal,Bovine,,herbivore
Mavericks,Texas - Arlington ,Arlington,TX,Animal,Mammal,Bovine,,herbivore
Mavericks,Medialle,Buffalo,NY,Animal,Mammal,Bovine,,herbivore
Steers,Texas College ,Tyler,TX,Animal,Mammal,Bovine,,herbivore
Toros,Cal State Dominguez Hills,Dominguez Hills,CA,Animal,Mammal,Bovine,,herbivore
Catamounts,Vermont ,Burlington,VT,Animal,Mammal,Cougar,,carnivore
Catamounts,Western Carolina ,Cullowhee,NC,Animal,Mammal,Cougar,,carnivore
Cougars,Averett ,Danville,VA,Animal,Mammal,Cougar,,carnivore
Cougars,Azusa Pacific ,Azusa,CA,Animal,Mammal,Cougar,,carnivore
Cougars,Barton CC ,Great Bend,KS,Animal,Mammal,Cougar,,carnivore
Cougars,BYU ,Provo,UT,Animal,Mammal,Cougar,,carnivore
Cougars,Cal State San Marcos ,San Marcos,CA,Animal,Mammal,Cougar,,carnivore
Cougars,Caldwell ,Caldwell,NJ,Animal,Mammal,Cougar,,carnivore
Cougars,Chatham,Pittsburgh,PA,Animal,Mammal,Cougar,,carnivore
Cougars,Chicago State ,Chicago,IL,Animal,Mammal,Cougar,,carnivore
Cougars,Clark University ,Worcester,MA,Animal,Mammal,Cougar,,carnivore
Cougars,Clinton Community College ,Clinton,IA,Animal,Mammal,Cougar,,carnivore
Cougars,College of Charleston ,Charleston,SC,Animal,Mammal,Cougar,,carnivore
Cougars,Colorado Christian University ,Lakewood,CO,Animal,Mammal,Cougar,,carnivore
Cougars,Concordia ,Chicago,IL,Animal,Mammal,Cougar,,carnivore
Cougars,Genesee Community College ,Genesee,NY,Animal,Mammal,Cougar,,carnivore
Cougars,Houston ,Houston,TX,Animal,Mammal,Cougar,,carnivore
Cougars,Kalamazoo Valley ,Kalamazoo,MI,Animal,Mammal,Cougar,,carnivore
Cougars,Kean ,Union,NJ,Animal,Mammal,Cougar,,carnivore
Cougars,Kuyper ,Grand Rapids,MI,Animal,Mammal,Cougar,,carnivore
Cougars,Lawson State ,Birmingham,AL,Animal,Mammal,Cougar,,carnivore
Cougars,Minnesota - Morris,Morris,MN,Animal,Mammal,Cougar,,carnivore
Cougars,Misericordia ,Dallas,PA,Animal,Mammal,Cougar,,carnivore
Cougars,Mount Vernon Nazarene ,Mount Vernon,OH,Animal,Mammal,Cougar,,carnivore
Cougars,Redlands,El Reno,OK,Animal,Mammal,Cougar,,carnivore
Cougars,Saint Francis ,Fort Wayne,IN,Animal,Mammal,Cougar,,carnivore
Cougars,Sioux Falls ,Sioux Falls,SD,Animal,Mammal,Cougar,,carnivore
Cougars,Southern Illinois - Edwardsville,Edwardsville,IL,Animal,Mammal,Cougar,,carnivore
Cougars,Spring Arbor University ,Spring Arbor,MI,Animal,Mammal,Cougar,,carnivore
Cougars,Washington State ,Pullman,WA,Animal,Mammal,Cougar,,carnivore
Cougars,Western Nebraska ,Scottsbluff,NE,Animal,Mammal,Cougar,,carnivore
Cougars,Wisconsin–Waukesha ,Waukesha,WI,Animal,Mammal,Cougar,,carnivore
Cougars,Los Angeles Southwest College,Los Angeles,CA,Animal,Mammal,Cougar,,carnivore
Cougars,Saint Xavier,Chicago,IL,Animal,Mammal,Cougar,,carnivore
Kougars,Kishwaukee College ,Malta,IL,Animal,Mammal,Cougar,,carnivore
Mountain Cats,Pittsburgh - Johnstown ,Johnstown,PA,Animal,Mammal,Cougar,,carnivore
Mountain Lions,Colorado - Colorado Springs,Colorado Springs,CO,Animal,Mammal,Cougar,,carnivore
Mountain Lions,Concord ,Athens,WV,Animal,Mammal,Cougar,,carnivore
Pumas,Paradise Valley Community College ,Phoenix,AZ,Animal,Mammal,Cougar,,carnivore
Pumas,St. Joseph's ,Rensselaer,IN,Animal,Mammal,Cougar,,carnivore
Coyotes,Cal State San Bernardino,San Bernardino,CA,Animal,Mammal,Coyote,,omnivore
Coyotes,College of Idaho ,Caldwell,ID,Animal,Mammal,Coyote,,omnivore
Coyotes,College of Southern Nevada ,Las Vegas,NV,Animal,Mammal,Coyote,,omnivore
Coyotes,Kansas Wesleyan University ,Salina,KS,Animal,Mammal,Coyote,,omnivore
Coyotes,South Dakota ,Vermillion,SD,Animal,Mammal,Coyote,,omnivore
Antelopes,Grand Canyon,Phoenix,AZ,Animal,Mammal,Deer,,herbivore
Antelopes,Nebraska - Kearney,Kearney,NE,Animal,Mammal,Deer,,herbivore
Bucks,Motlow State ,Lynchburg,TN,Animal,Mammal,Deer,,herbivore
Stags,Claremont McKenna College,Claremont,CA,Animal,Mammal,Deer,,herbivore
Stags,Fairfield ,Fairfield,CT,Animal,Mammal,Deer,,herbivore
Stags,Harvey Mudd College,Claremont,CA,Animal,Mammal,Deer,,herbivore
Stags,Scripps College ,Claremont,CA,Animal,Mammal,Deer,,herbivore
Bloodhounds,John Jay ,New York,NY,Animal,Mammal,Dog,,omnivore
Bulldogs,Louisiana Tech ,Ruston,LA,Animal,Mammal,Dog,yes,omnivore
Bulldogs,Adrian ,Adrian,MI,Animal,Mammal,Dog,,omnivore
Bulldogs,Alabama A&M ,Normal,AL,Animal,Mammal,Dog,,omnivore
Bulldogs,Barton ,Wilson,NC,Animal,Mammal,Dog,,omnivore
Bulldogs,Bowie State ,Bowie,MD,Animal,Mammal,Dog,,omnivore
Bulldogs,Boyce ,Louisville,KY,Animal,Mammal,Dog,,omnivore
Bulldogs,Bryant ,Smithfield,RI,Animal,Mammal,Dog,,omnivore
Bulldogs,Butler ,Indianapolis,IN,Animal,Mammal,Dog,,omnivore
Bulldogs,Cal State Fresno,Fresno,CA,Animal,Mammal,Dog,,omnivore
Bulldogs,Concordia ,Seward,NE,Animal,Mammal,Dog,,omnivore
Bulldogs,Cumberland ,Lebanon,TN,Animal,Mammal,Dog,,omnivore
Bulldogs,Dean ,Franklin,MA,Animal,Mammal,Dog,,omnivore
Bulldogs,DeSales ,Center Valley,PA,Animal,Mammal,Dog,,omnivore
Bulldogs,Drake ,Des Moines,IA,Animal,Mammal,Dog,,omnivore
Bulldogs,Ferris State ,Big Rapids,MI,Animal,Mammal,Dog,,omnivore
Bulldogs,Fisk ,Nashville,TN,Animal,Mammal,Dog,,omnivore
Bulldogs,Georgia ,Athens,GA,Animal,Mammal,Dog,,omnivore
Bulldogs,Gonzaga ,Spokane,WA,Animal,Mammal,Dog,,omnivore
Bulldogs,Kettering ,Flint,MI,Animal,Mammal,Dog,,omnivore
Bulldogs,Knoxville ,Knoxville,TN,Animal,Mammal,Dog,,omnivore
Bulldogs,McPherson ,McPherson,KS,Animal,Mammal,Dog,,omnivore
Bulldogs,Minnesota - Duluth ,Duluth,MN,Animal,Mammal,Dog,,omnivore
Bulldogs,Mississippi State ,Starkville,MS,Animal,Mammal,Dog,,omnivore
Bulldogs,Montana Western ,Dillon,MT,Animal,Mammal,Dog,,omnivore
Bulldogs,North Carolina  - Asheville ,Asheville,NC,Animal,Mammal,Dog,,omnivore
Bulldogs,Redlands ,Redlands,CA,Animal,Mammal,Dog,,omnivore
Bulldogs,Samford ,Birmingham,AL,Animal,Mammal,Dog,,omnivore
Bulldogs,South Carolina State ,Orangeburg,SC,Animal,Mammal,Dog,,omnivore
Bulldogs,Southwestern Oklahoma ,Weatherford,OK,Animal,Mammal,Dog,,omnivore
Bulldogs,Springfield ,Springfield,IL,Animal,Mammal,Dog,,omnivore
Bulldogs,Tennessee Wesleyan ,Athens,TN,Animal,Mammal,Dog,,omnivore
Bulldogs,Texas Lutheran ,Seguin,TX,Animal,Mammal,Dog,,omnivore
Bulldogs,The Citadel ,Charleston,SC,Animal,Mammal,Dog,,omnivore
Bulldogs,Tougaloo ,Tougaloo,MS,Animal,Mammal,Dog,,omnivore
Bulldogs,Truman State ,Kirksville,MO,Animal,Mammal,Dog,,omnivore
Bulldogs,Union ,Barbourville,KY,Animal,Mammal,Dog,,omnivore
Bulldogs,Union ,Jackson,TN,Animal,Mammal,Dog,,omnivore
Bulldogs,Wilberforce ,Wilberforce,OH,Animal,Mammal,Dog,,omnivore
Bulldogs,Wingate ,Wingate,NC,Animal,Mammal,Dog,,omnivore
Bulldogs,Yale ,New Haven,CT,Animal,Mammal,Dog,,omnivore
Great Danes,Albany ,Albany,NY,Animal,Mammal,Dog,,omnivore
Greyhounds,Eastern New Mexico ,Portales,NM,Animal,Mammal,Dog,yes,omnivore
Greyhounds,Assumption College ,Worcester,MA,Animal,Mammal,Dog,,omnivore
Greyhounds,Fort Scott ,Fort Scott,KS,Animal,Mammal,Dog,,omnivore
Greyhounds,Indianapolis ,Indianapolis,IN,Animal,Mammal,Dog,,omnivore
Greyhounds,Loyola ,Baltimore,MD,Animal,Mammal,Dog,,omnivore
Greyhounds,Moberly ,Moberly,MO,Animal,Mammal,Dog,,omnivore
Greyhounds,Moravian College ,Bethlehem,PA,Animal,Mammal,Dog,,omnivore
Huskies,Bloomsburg University ,Bloomsburg,PA,Animal,Mammal,Dog,,omnivore
Huskies,Connecticut ,Storrs,CT,Animal,Mammal,Dog,,omnivore
Huskies,East Los Angeles,Los Angeles,CA,Animal,Mammal,Dog,,omnivore
Huskies,Houston Baptist ,Houston,TX,Animal,Mammal,Dog,,omnivore
Huskies,Michigan Tech ,Houghton,MI,Animal,Mammal,Dog,,omnivore
Huskies,Northeastern ,Boston,MA,Animal,Mammal,Dog,,omnivore
Huskies,Northern Illinois ,DeKalb,IL,Animal,Mammal,Dog,,omnivore
Huskies,Southern Maine ,Gorham,ME,Animal,Mammal,Dog,,omnivore
Huskies,St. Cloud State ,St. Cloud,MN,Animal,Mammal,Dog,,omnivore
Huskies,Washington ,Seattle,WA,Animal,Mammal,Dog,,omnivore
Huskies,Wisconsin–Marathon County ,Wausau,WI,Animal,Mammal,Dog,,omnivore
Ice Dogs,Assumption ,Worcester,MA,Animal,Mammal,Dog,,omnivore
Pointers,Wisconsin–Stevens Point ,Stevens Point,WI,Animal,Mammal,Dog,,omnivore
Retrievers,"University of Maryland, Baltimore County ",Catonsville,MD,Animal,Mammal,Dog,,omnivore
Runnin' Bulldogs,Gardner-Webb ,Boiling Springs,NC,Animal,Mammal,Dog,,omnivore
"Salukis, Saluqis",Southern Illinois - Carbondale,Carbondale,IL,Animal,Mammal,Dog,,omnivore
"Salukis, Saluqis",SW Tennessee ,Memphis,TN,Animal,Mammal,Dog,,omnivore
Scotties,Highland ,Highland,KS,Animal,Mammal,Dog,,omnivore
Scottish Terriers,Agnes Scott ,Decatur,GA,Animal,Mammal,Dog,,omnivore
Setters,Pace ,New York,NY,Animal,Mammal,Dog,,omnivore
Terriers,Boston University ,Boston,MA,Animal,Mammal,Dog,,omnivore
Terriers,Hiram ,Hiram,OH,Animal,Mammal,Dog,,omnivore
Terriers,St. Francis Brooklyn ,Brooklyn Heights,NY,Animal,Mammal,Dog,,omnivore
Terriers,Thomas ,Waterville,ME,Animal,Mammal,Dog,,omnivore
Terriers,Wofford ,Spartanburg,SC,Animal,Mammal,Dog,,omnivore
Tracers,Ohio University-Zanesville ,Zanesville,OH,Animal,Mammal,Dog,,omnivore
Red Foxes,Marist ,Poughkeepsie,NY,Animal,Mammal,Fox,,omnivore
Swamp Foxes,Waycross College ,Waycross,GA,Animal,Mammal,Fox,,omnivore
Vixens,Sweet Briar ,Sweet Briar,VA,Animal,Mammal,Fox,,omnivore
Bronchos,Central Oklahoma ,Edmond,OK,Animal,Mammal,Horse,,herbivore
Broncos,Boise State ,Boise,ID,Animal,Mammal,Horse,,herbivore
Broncos,Cal Poly Pomona ,Pomona,CA,Animal,Mammal,Horse,,herbivore
Broncos,Fayetteville State ,Fayetteville,NC,Animal,Mammal,Horse,,herbivore
Broncos,Hastings ,Hastings,NE,Animal,Mammal,Horse,,herbivore
Broncos,Santa Clara ,Santa Clara,CA,Animal,Mammal,Horse,,herbivore
Broncos,SUNY Delhi ,Delhi,NY,Animal,Mammal,Horse,,herbivore
Broncos,Western Michigan ,Kalamazoo,MI,Animal,Mammal,Horse,,herbivore
Broncs,Rider ,Lawrenceville,NJ,Animal,Mammal,Horse,,herbivore
Broncs,Texas - Pan American,Edinburg,TX,Animal,Mammal,Horse,,herbivore
Mustangs,Cal Poly San Luis Obispo,San Luis Obispo,CA,Animal,Mammal,Horse,,herbivore
Mustangs,Morningside,Sioux City,IA,Animal,Mammal,Horse,,herbivore
Mustangs,Southern Methodist ,University Park,TX,Animal,Mammal,Horse,,herbivore
Mustangs,Southwest Minnesota State ,Marshall,MN,Animal,Mammal,Horse,,herbivore
Mustangs,Western New Mexico,Silver City,NM,Animal,Mammal,Horse,,herbivore
Mustangs,Midwestern State ,Wichita Falls,TX,Animal,Mammal,Horse,,herbivore
Mustangs,Morrisville,Morrisville,NY,Animal,Mammal,Horse,,herbivore
Mustangs,Stevenson,Stevenson,MD,Animal,Mammal,Horse,,herbivore
Pacers,Marywood ,Scranton,PA,Animal,Mammal,Horse,,herbivore
Pacers,USC-Aiken ,Aiken,SC,Animal,Mammal,Horse,,herbivore
Pacers,William Peace ,Raleigh,NC,Animal,Mammal,Horse,,herbivore
Ponies,Panola College ,Carthage,TX,Animal,Mammal,Horse,,herbivore
Stallions,Abraham Baldwin Agricultural College ,Tifton,GA,Animal,Mammal,Horse,,herbivore
Thoroughbreds,Kentucky State ,Frankfort,KY,Animal,Mammal,Horse,,herbivore
Thoroughbreds,Murray State ,Murray,KY,Animal,Mammal,Horse,,herbivore
Thoroughbreds,Skidmore ,Saratoga Springs,NY,Animal,Mammal,Horse,,herbivore
Dolphins,Cal State Channel Islands ,Camarillo,CA,Animal,Mammal,Marine Mammal,,carnivore
Dolphins,College of Mount Saint Vincent ,Riverdale,NY,Animal,Mammal,Marine Mammal,,carnivore
Dolphins,Jacksonville ,Jacksonville,FL,Animal,Mammal,Marine Mammal,,carnivore
Dolphins,Le Moyne ,Syracuse,NY,Animal,Mammal,Marine Mammal,,carnivore
Dolphins,Staten Island,Staten Island,NY,Animal,Mammal,Marine Mammal,,carnivore
Golden Seals,Sheldon Jackson ,Sitka,AK,Animal,Mammal,Marine Mammal,,carnivore
Humpback Whales,Alaska Southeast,Juneau,AK,Animal,Mammal,Marine Mammal,,carnivore
Manatees,SCF Manatee ,Bradenton,FL,Animal,Mammal,Marine Mammal,,herbivore
Sea Lions,Point Loma Nazarene ,San Diego,CA,Animal,Mammal,Marine Mammal,,carnivore
Kangaroos,Austin ,Sherman,TX,Animal,Mammal,Marsupial,,herbivore
Kangaroos,Missouri - Kansas City ,Kansas City,MO,Animal,Mammal,Marsupial,,herbivore
Kangaroos,SUNY Canton ,Canton,NY,Animal,Mammal,Marsupial,,herbivore
Koalas,Columbia ,Columbia,SC,Animal,Mammal,Marsupial,,herbivore
Wombats,Wisconsin–Sheboygan ,Sheboygan,WI,Animal,Mammal,Marsupial,,herbivore
Mastodons,Indiana University - Purdue University Fort Wayne ,Fort Wayne,IN,Animal,Mammal,Mastodon,,herbivore
Mules,Colby College ,Waterville,ME,Animal,Mammal,Mule or Donkey,,herbivore
Mules,Muhlenberg College ,Allentown,PA,Animal,Mammal,Mule or Donkey,,herbivore
Mules/Jennies,Central Missouri ,Warrensburg,MO,Animal,Mammal,Mule or Donkey,,herbivore
AMCats,Anna Maria,Paxton,MA,Animal,Mammal,Other Cat,,carnivore
Hillcats,Rogers State ,Claremore,OK,Animal,Mammal,Other Cat,,carnivore
Mudcats,Spoon River College ,Canton,IL,Animal,Mammal,Other Cat,,carnivore
Sabercats,Maranatha Baptist University ,Watertown,WI,Animal,Mammal,Other Cat,,carnivore
Tomcats,Thiel College ,Greenville,PA,Animal,Mammal,Other Cat,,carnivore
Wildcats,Abilene Christian ,Abilene,TX,Animal,Mammal,Other Cat,,carnivore
Wildcats,Arizona ,Tucson,AZ,Animal,Mammal,Other Cat,,carnivore
Wildcats,Baker ,Baldwin City,KS,Animal,Mammal,Other Cat,,carnivore
Wildcats,Bethel ,McKenzie,TN,Animal,Mammal,Other Cat,,carnivore
Wildcats,Bethune-Cookman ,Daytona,FL,Animal,Mammal,Other Cat,,carnivore
Wildcats,Bishop State ,Mobile,AL,Animal,Mammal,Other Cat,,carnivore
Wildcats,Cal State Chico,Chico,CA,Animal,Mammal,Other Cat,,carnivore
Wildcats,Cazenovia College ,Cazenovia,NY,Animal,Mammal,Other Cat,,carnivore
Wildcats,Central Washington ,Ellensburg,WA,Animal,Mammal,Other Cat,,carnivore
Wildcats,Culver-Stockton College ,Canton,MO,Animal,Mammal,Other Cat,,carnivore
Wildcats,Davidson ,Davidson,NC,Animal,Mammal,Other Cat,,carnivore
Wildcats,Fort Valley ,Fort Valley,GA,Animal,Mammal,Other Cat,,carnivore
Wildcats,Indiana Wesleyan ,Marion,IN,Animal,Mammal,Other Cat,,carnivore
Wildcats,Johnson & Wales University ,Providence,RI,Animal,Mammal,Other Cat,,carnivore
Wildcats,Kansas State ,Manhattan,KS,Animal,Mammal,Other Cat,,carnivore
Wildcats,Kentucky ,Lexington,KY,Animal,Mammal,Other Cat,,carnivore
Wildcats,Linfield College ,McMinnville,OR,Animal,Mammal,Other Cat,,carnivore
Wildcats,New Hampshire ,Durham,NH,Animal,Mammal,Other Cat,,carnivore
Wildcats,North Dakota State College of Science ,Wahpeton,ND,Animal,Mammal,Other Cat,,carnivore
Wildcats,Northern Michigan ,Marquette,MI,Animal,Mammal,Other Cat,,carnivore
Wildcats,Northwestern ,Evanston/Chicago,IL,Animal,Mammal,Other Cat,,carnivore
Wildcats,Penn College ,Williamsport,PA,Animal,Mammal,Other Cat,,carnivore
Wildcats,Portland Bible College ,Portland,OR,Animal,Mammal,Other Cat,,carnivore
Wildcats,Randolph College ,Lynchburg,VA,Animal,Mammal,Other Cat,,carnivore
Wildcats,St. Catherine ,St. Paul/Minneapolis,MN,Animal,Mammal,Other Cat,,carnivore
Wildcats,SUNY Institute of Technology ,Utica,NY,Animal,Mammal,Other Cat,,carnivore
Wildcats,Villanova ,Villanova,PA,Animal,Mammal,Other Cat,,carnivore
Wildcats,Wayne State College ,Wayne,NE,Animal,Mammal,Other Cat,,carnivore
Wildcats,Weber State ,Ogden,UT,Animal,Mammal,Other Cat,,carnivore
Wildcats,Wilmington University ,New Castle,DE,Animal,Mammal,Other Cat,,carnivore
Wildcats,Wisconsin–Washington County ,West Bend,WI,Animal,Mammal,Other Cat,,carnivore
Wildcats,West Los Angeles,Los Angeles,CA,Animal,Mammal,Other Cat,,carnivore
Camels,Connecticut College ,New London,CT,Animal,Mammal,Other Ungulate,,herbivore
Fighting Camels,Campbell University ,Buies Creek,NC,Animal,Mammal,Other Ungulate,,herbivore
Javelinas,Texas A&M - Kingsville ,Kingsville,TX,Animal,Mammal,Other Ungulate,,herbivore
Llama,Bard College at Simon's Rock ,Great Barrington,MA,Animal,Mammal,Other Ungulate,,herbivore
Moose,Maine-Augusta ,Augusta,ME,Animal,Mammal,Other Ungulate,,herbivore
Razorbacks,Arkansas ,Fayetteville,AR,Animal,Mammal,Other Ungulate,,omnivore
Platypi,St. John's College ,Annapolis,MD,Animal,Mammal,Platypus,,carnivore
Gorillas,Pittsburg State ,Pittsburg,KS,Animal,Mammal,Primate,,omnivore
Golden Rams,Albany State University ,Albany,GA,Animal,Mammal,Ram,,herbivore
Golden Rams,West Chester ,West Chester,PA,Animal,Mammal,Ram,,herbivore
Rams,Angelo State ,San Angelo,TX,Animal,Mammal,Ram,,herbivore
Rams,Colorado State ,Fort Collins,CO,Animal,Mammal,Ram,,herbivore
Rams,Cornell College ,Mount Vernon,IA,Animal,Mammal,Ram,,herbivore
Rams,Fordham ,New York,NY,Animal,Mammal,Ram,,herbivore
Rams,Framingham State University ,Framingham,MA,Animal,Mammal,Ram,,herbivore
Rams,Huston Tillotson ,Austin,TX,Animal,Mammal,Ram,,herbivore
Rams,Mobile ,Mobile,AL,Animal,Mammal,Ram,,herbivore
Rams,North Central ,Minneapolis,MN,Animal,Mammal,Ram,,herbivore
Rams,Philadelphia ,Philadelphia,PA,Animal,Mammal,Ram,,herbivore
Rams,Rhode Island ,Kingston,RI,Animal,Mammal,Ram,,herbivore
Rams,Shepherd ,Shepherdstown,WV,Animal,Mammal,Ram,,herbivore
Rams,Virginia Commonwealth ,Richmond,VA,Animal,Mammal,Ram,,herbivore
Rams,Winston-Salem State ,Winston-Salem,NC,Animal,Mammal,Ram,,herbivore
Rams,Texas Wesleyan,Fort Worth,TX,Animal,Mammal,Ram,,herbivore
Battlin' Beavers,Blackburn,Carlinville,IL,Animal,Mammal,Rodent,,herbivore
